availability,location,total_sqft,bath,balcony,price,size_filled,price_per_sqft
Ready To Move,7th Phase JP Nagar,1100.0,2.0,1.0,44.0,2 BHK,4000.0
Ready To Move, Devarachikkanahalli,1417.0,2.0,2.0,76.0,3 BHK,5363.443895553987
Ready To Move,Thanisandra,1492.0,3.0,1.0,88.0,3 BHK,5898.123324396783
Not Ready To Move,Devanahalli,1498.0,3.0,3.0,79.15,3 BHK,5283.711615487317
Ready To Move,Bellari Road,3500.0,2.0,1.0,350.0,4 BHK,10000.0
Ready To Move,Kundalahalli,1010.0,2.0,1.0,48.27,2 BHK,4779.207920792079
Ready To Move,Hennur,1255.0,2.0,2.0,53.5,2 BHK,4262.948207171315
Ready To Move,Channasandra,1050.0,2.0,1.0,35.0,2 BHK,3333.3333333333335
Ready To Move,Hegde Nagar,1847.0,3.0,2.0,125.0,3 BHK,6767.73145641581
Not Ready To Move,1st Stage Indira Nagar,1200.0,2.0,2.0,55.0,2 BHK,4583.333333333333
Ready To Move,Bellandur,982.0,2.0,2.0,37.28,2 BHK,3796.3340122199593
Ready To Move,Hegde Nagar,2144.6,4.0,2.0,145.0,3 BHK,6761.167583698592
Ready To Move,Kengeri,750.0,2.0,1.0,36.5,2 BHK,4866.666666666667
Ready To Move,Electronic City,919.0,2.0,2.0,35.0,2 BHK,3808.487486398259
Ready To Move,Budigere,1087.0,2.0,1.0,54.3,2 BHK,4995.40018399264
Ready To Move,Sunder Ram Shetty Nagar,1480.0,3.0,2.0,74.0,3 BHK,5000.0
Ready To Move,Tindlu,1180.0,2.0,2.0,52.0,2 BHK,4406.779661016949
Ready To Move,6th Block Jayanagar,2100.0,4.0,2.0,255.0,3 BHK,12142.857142857143
Ready To Move,Jigani,1221.0,3.0,2.0,65.0,3 BHK,5323.505323505324
Ready To Move,Haralur Road,1194.0,2.0,2.0,46.0,2 BHK,3852.5963149078725
Ready To Move,Thanisandra,2072.0,3.0,2.0,122.0,3 BHK,5888.030888030888
Not Ready To Move,Whitefield,1600.0,3.0,2.0,69.0,3 BHK,4312.5
Ready To Move,Sahakara Nagar,2200.0,3.0,2.0,98.0,3 BHK,4454.545454545455
Ready To Move,Rajaji Nagar,1640.0,3.0,3.0,220.0,3 BHK,13414.634146341463
Ready To Move,Kaikondrahalli,1253.0,2.0,2.0,81.5,2 BHK,6504.38946528332
Ready To Move,Hennur Road,1061.0,2.0,1.0,54.92,2 BHK,5176.248821866164
Ready To Move,Marathahalli,1950.0,3.0,2.0,115.0,3 BHK,5897.4358974358975
Ready To Move,Marathahalli,1250.0,2.0,2.0,68.0,2 BHK,5440.0
Ready To Move,Hennur Road,1585.0,2.0,3.0,80.0,3 BHK,5047.318611987382
Ready To Move,Kanakpura Road,1452.0,3.0,3.0,60.98,3 BHK,4199.724517906336
Ready To Move,Kammasandra,1015.0,2.0,2.0,37.0,2 BHK,3645.320197044335
Ready To Move,Marathahalli,1125.0,2.0,2.0,56.8,2 BHK,5048.888888888889
Not Ready To Move,Electronic City Phase II,1116.0,2.0,2.0,40.0,2 BHK,3584.2293906810037
Ready To Move,Kadarenahalli,400.0,1.0,0.0,35.0,1 BHK,8750.0
Ready To Move,Kasavanhalli,4000.0,4.0,2.0,325.0,4 BHK,8125.0
Ready To Move,Hebbal,3900.0,4.0,2.0,410.0,4 BHK,10512.820512820514
Ready To Move,Old Madras Road,1300.0,2.0,2.0,100.0,2 BHK,7692.307692307692
Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,1.0,60.42,2 BHK,4257.928118393234
Ready To Move,Punappa Layout,1310.0,2.0,1.0,55.0,3 BHK,4198.473282442748
Ready To Move,Thigalarapalya,2072.0,4.0,2.0,152.0,3 BHK,7335.907335907336
Ready To Move,Kaggadasapura,1240.0,2.0,1.0,58.58,2 BHK,4724.193548387097
Ready To Move,Chamrajpet,1565.0,3.0,2.0,98.91,3 BHK,6320.127795527156
Ready To Move,Budigere,1820.0,3.0,2.0,89.0,3 BHK,4890.10989010989
Ready To Move,Gubbalala,2500.0,3.0,1.0,88.0,3 BHK,3520.0
Ready To Move,KR Puram,3657.0,5.0,2.0,310.0,5 BHK,8476.89362865737
Ready To Move,Hosa Road,1245.0,2.0,1.0,62.0,2 BHK,4979.919678714859
Ready To Move,GM Palaya,1315.0,3.0,1.0,65.0,3 BHK,4942.9657794676805
Ready To Move,Kenchenahalli,1410.0,2.0,2.0,73.0,3 BHK,5177.304964539007
Ready To Move,Dasarahalli,1375.0,2.0,1.0,60.0,2 BHK,4363.636363636364
Ready To Move,Old Madras Road,1299.0,2.0,2.0,95.0,2 BHK,7313.317936874519
Ready To Move,Pampa Extension,993.0,2.0,3.0,45.5,2 BHK,4582.074521651561
Ready To Move,Bommasandra Industrial Area,1200.0,3.0,0.0,45.0,2 BHK,3750.0
Ready To Move,Lavelle Road,985.0,2.0,1.0,156.0,2 BHK,15837.56345177665
Ready To Move,4th Block Koramangala,2400.0,5.0,3.0,180.0,4 BHK,7500.0
Not Ready To Move,Hebbal,1255.0,2.0,1.0,95.0,3 BHK,7569.721115537848
Not Ready To Move,Hoodi,1655.0,3.0,2.0,131.0,3 BHK,7915.407854984895
Not Ready To Move,Whitefield,2830.0,5.0,3.0,190.0,4 BHK,6713.780918727915
Ready To Move, Sector 1 HSR Layout,6000.0,1.0,1.0,276.0,1 BHK,4600.0
Ready To Move,Electronic City,550.0,1.0,1.0,15.0,2 BHK,2727.2727272727275
Ready To Move,Balaji Gardens Layout,825.0,2.0,1.0,40.0,1 BHK,4848.484848484848
Not Ready To Move,Begur Road,1634.0,3.0,1.0,111.0,3 BHK,6793.145654834761
Ready To Move,Banaswadi,1222.0,2.0,2.0,80.0,2 BHK,6546.6448445171845
Ready To Move,Gottigere,1500.0,3.0,2.0,63.0,3 BHK,4200.0
Ready To Move,Akshaya Nagar,1890.0,4.0,2.0,100.0,3 BHK,5291.005291005291
Ready To Move,Hegde Nagar,3750.0,6.0,2.0,375.0,4 BHK,10000.0
Ready To Move,Hulimavu,850.0,1.0,1.0,39.5,2 BHK,4647.058823529412
Ready To Move,Whitefield,1295.0,2.0,3.0,78.5,2 BHK,6061.776061776061
Ready To Move,Sarjapur  Road,1320.0,2.0,1.0,100.0,2 BHK,7575.757575757576
Ready To Move,ISRO Layout,950.0,3.0,3.0,179.0,4 BHK,18842.105263157893
Ready To Move,Hebbal,1200.0,4.0,2.0,225.0,4 BHK,18750.0
Ready To Move,2nd Stage Nagarbhavi,3000.0,3.0,3.0,170.0,4 BHK,5666.666666666667
Ready To Move,Harlur,1197.0,2.0,1.0,82.0,2 BHK,6850.459482038429
Ready To Move,Hoysalanagar,1320.0,2.0,3.0,60.0,3 BHK,4545.454545454545
Ready To Move,Billekahalli,1180.0,5.0,2.0,98.5,5 BHK,8347.457627118643
Not Ready To Move,Whitefield,840.0,1.0,1.0,57.6,1 BHK,6857.142857142857
Ready To Move,Raja Rajeshwari Nagar,1693.0,3.0,1.0,71.38,3 BHK,4216.184288245718
Ready To Move,Kodihalli,1000.0,2.0,1.0,62.0,2 BHK,6200.0
Ready To Move,Babusapalaya,1305.0,2.0,1.0,70.0,2 BHK,5363.984674329502
Ready To Move,Kodichikkanahalli,450.0,1.0,1.0,18.0,1 BHK,4000.0
Ready To Move,CV Raman Nagar,705.0,1.0,1.0,57.0,1 BHK,8085.106382978724
Ready To Move,Ilyas Nagar,750.0,6.0,2.0,75.0,4 BHK,10000.0
Ready To Move,Tumkur Road,4800.0,5.0,2.0,150.0,5 BHK,3125.0
Ready To Move,Koramangala Industrial Layout,5000.0,5.0,2.0,600.0,4 BHK,12000.0
Ready To Move,Gubbalala,5000.0,4.0,3.0,425.0,4 BHK,8500.0
Not Ready To Move,Whitefield,1991.0,3.0,2.0,104.0,3 BHK,5223.505775991964
Ready To Move,Battarahalli,1779.0,3.0,2.0,90.0,3 BHK,5059.02192242833
Ready To Move,Whitefield,10200.0,4.0,1.0,1250.0,4 BHK,12254.901960784313
Ready To Move,Banaswadi,870.0,2.0,2.0,38.0,2 BHK,4367.816091954023
Not Ready To Move,Thanisandra,1595.0,3.0,2.0,120.0,3 BHK,7523.510971786834
Not Ready To Move,Kanakpura Road,525.0,1.0,1.0,26.0,1 BHK,4952.380952380952
Ready To Move,Ramamurthy Nagar,945.0,5.0,2.0,120.0,4 BHK,12698.412698412698
Not Ready To Move,Iblur Village,2000.0,4.0,2.0,138.0,3 BHK,6900.0
Ready To Move,Yelahanka,1614.0,3.0,2.0,93.0,3 BHK,5762.081784386617
Ready To Move,Gottigere,1200.0,2.0,3.0,40.0,2 BHK,3333.3333333333335
Ready To Move,Electronic City Phase II,1150.0,3.0,3.0,46.0,3 BHK,4000.0
Ready To Move,Indira Nagar,3200.0,4.0,2.0,440.0,4 BHK,13750.0
Not Ready To Move,Sonnenahalli,1610.0,3.0,2.0,80.48,3 BHK,4998.757763975155
Ready To Move,Whitefield,1190.0,2.0,2.0,41.0,2 BHK,3445.378151260504
Ready To Move,Kallumantapa,1050.0,2.0,2.0,50.0,2 BHK,4761.9047619047615
Ready To Move,Vaishnavi Layout,4800.0,5.0,2.0,420.0,4 BHK,8750.0
Ready To Move,7th Phase JP Nagar,1460.0,2.0,1.0,97.0,3 BHK,6643.835616438356
Ready To Move,Jaymahal Road,3400.0,3.0,3.0,400.0,3 BHK,11764.70588235294
Ready To Move,Naganathapura,600.0,1.0,0.0,33.0,1 BHK,5500.0
Ready To Move,Suraksha Nagar,1569.0,3.0,0.0,70.0,3 BHK,4461.440407903123
Not Ready To Move,"Off Sarjapur Road, ",2600.0,3.0,2.0,147.0,3 BHK,5653.846153846154
Ready To Move,Electronics City Phase 1,645.0,1.0,0.0,42.5,1 BHK,6589.147286821705
Ready To Move,Nagarbhavi Garden Villas Layout,1200.0,3.0,1.0,180.0,4 BHK,15000.0
Ready To Move,Nagarbhavi,800.0,3.0,0.0,95.0,3 BHK,11875.0
Ready To Move,Mico Layout,800.0,2.0,1.0,80.0,2 BHK,10000.0
Ready To Move,Marathahalli,1350.0,2.0,1.0,90.0,2 BHK,6666.666666666667
Ready To Move,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3 BHK,11690.647482014389
Not Ready To Move,Rajarajeshwari Nagara,1410.0,2.0,2.0,45.12,3 BHK,3200.0
Ready To Move,Whitefield,1109.0,2.0,1.0,35.47,2 BHK,3198.376916140667
Ready To Move,Vasanth nagar,2000.0,3.0,2.0,1063.0,4 BHK,53150.0
Ready To Move,Agrahara Dasarahalli,800.0,1.0,0.0,72.0,1 BHK,9000.0
Ready To Move,Bannerghatta Road,1215.0,2.0,1.0,68.0,2 BHK,5596.707818930041
Ready To Move,Prithvi Layout,2273.0,4.0,2.0,192.0,3 BHK,8446.986361636604
Not Ready To Move,Varthur Road,1255.0,2.0,2.0,52.76,2 BHK,4203.98406374502
Ready To Move,B Narayanapura,1020.0,2.0,1.0,49.0,2 BHK,4803.921568627451
Not Ready To Move,T R Mill Road,1225.0,2.0,2.0,82.0,3 BHK,6693.877551020408
Ready To Move,Singasandra,1120.0,2.0,1.0,60.0,2 BHK,5357.142857142857
Ready To Move,Victoria Layout,2400.0,5.0,3.0,625.0,5 BHK,26041.666666666668
Ready To Move,Kasavanhalli,1225.0,2.0,1.0,69.0,3 BHK,5632.65306122449
Ready To Move,Whitefield,5200.0,5.0,3.0,242.0,4 BHK,4653.846153846154
Ready To Move,Indira Nagar,4000.0,4.0,1.0,700.0,4 BHK,17500.0
Ready To Move,Sarjapur  Road,1984.0,4.0,1.0,145.0,3 BHK,7308.467741935484
Ready To Move,Old Madras Road,2425.0,3.0,1.0,197.0,3 BHK,8123.711340206186
Not Ready To Move,ITPL,1200.0,3.0,1.0,56.12,3 BHK,4676.666666666667
Not Ready To Move,Bommasandra,1127.0,2.0,1.0,45.0,2 BHK,3992.9015084294588
Not Ready To Move,Whitefield,1655.0,3.0,2.0,97.0,3 BHK,5861.027190332326
Not Ready To Move,Ananth Nagar,500.0,1.0,1.0,14.0,1 BHK,2800.0
Not Ready To Move,Varthur,1200.0,3.0,1.0,68.38,3 BHK,5698.333333333333
Ready To Move,Kaggadasapura,1000.0,2.0,2.0,43.0,2 BHK,4300.0
Not Ready To Move,CV Raman Nagar,1225.0,2.0,2.0,47.88,2 BHK,3908.5714285714284
Ready To Move,Hormavu,1350.0,2.0,2.0,45.0,2 BHK,3333.3333333333335
Not Ready To Move,Nagarbhavi,600.0,5.0,3.0,95.0,4 BHK,15833.333333333334
Ready To Move,Sahakara Nagar,1175.0,2.0,3.0,49.0,2 BHK,4170.212765957447
Ready To Move,Sanne Amanikere,655.0,1.0,2.0,27.0,1 BHK,4122.137404580153
Not Ready To Move,Hosa Road,1311.0,2.0,1.0,84.86,3 BHK,6472.921434019832
Ready To Move,Banashankari Stage VI,600.0,4.0,0.0,90.0,3 BHK,15000.0
Ready To Move,CV Raman Nagar,1000.0,2.0,1.0,38.5,2 BHK,3850.0
Ready To Move,Indira Nagar Stage 2,1196.0,2.0,1.0,96.0,2 BHK,8026.755852842809
Ready To Move,Kanakpura Road,1050.0,2.0,1.0,59.0,3 BHK,5619.047619047619
Ready To Move,Somasundara Palya,1275.0,2.0,2.0,52.0,3 BHK,4078.4313725490197
Ready To Move,Hommadevanahalli,927.0,2.0,1.0,50.0,2 BHK,5393.743257820927
Ready To Move,Varthur,1520.0,2.0,3.0,61.0,3 BHK,4013.157894736842
Ready To Move,BTM Layout 2nd Stage 1st Phase,2400.0,5.0,2.0,395.0,4 BHK,16458.333333333332
Ready To Move,Hebbal,1333.0,2.0,1.0,104.0,2 BHK,7801.950487621905
Not Ready To Move,Tunganagara,600.0,1.0,0.0,18.0,1 BHK,3000.0
Not Ready To Move,Abbigere,1326.0,2.0,1.0,34.8,3 BHK,2624.434389140271
Ready To Move,Koramangala,1370.0,2.0,2.0,125.0,2 BHK,9124.087591240876
Ready To Move,Koramangala,1100.0,2.0,2.0,85.0,2 BHK,7727.272727272727
Ready To Move,Haralur Road,1650.0,3.0,3.0,100.0,3 BHK,6060.606060606061
Not Ready To Move,Kasavanhalli,1917.0,3.0,2.0,132.0,3 BHK,6885.758998435055
Ready To Move,Doddakannelli,780.0,3.0,2.0,75.0,3 BHK,9615.384615384615
Ready To Move,Billekahalli,950.0,2.0,1.0,58.11,2 BHK,6116.8421052631575
Ready To Move,T C Palya main Road,1175.0,2.0,1.0,48.72,2 BHK,4146.382978723404
Ready To Move,8th Phase JP Nagar,1089.0,2.0,1.0,43.55,2 BHK,3999.0817263544536
Ready To Move,Kalena Agrahara,1804.0,3.0,2.0,175.0,3 BHK,9700.665188470066
Ready To Move,Hoodi,1257.0,2.0,1.0,68.5,2 BHK,5449.482895783612
Ready To Move,Sarjapur,650.0,1.0,2.0,19.87,1 BHK,3056.923076923077
Ready To Move,Whitefield,1850.0,3.0,2.0,150.0,3 BHK,8108.108108108108
Ready To Move,Vishwapriya Nagar,2800.0,4.0,1.0,200.0,4 BHK,7142.857142857143
Ready To Move,Vidyaranyapura,945.0,2.0,1.0,40.0,2 BHK,4232.804232804233
Not Ready To Move,Koramangala,1161.0,2.0,1.0,63.85,2 BHK,5499.569336778639
Not Ready To Move,Banashankari Stage V,1630.0,3.0,2.0,51.35,3 BHK,3150.306748466258
Ready To Move,Jalahalli,1310.0,2.0,2.0,60.0,3 BHK,4580.152671755725
Ready To Move,Lake City,750.0,2.0,1.0,28.0,2 BHK,3733.3333333333335
Not Ready To Move,Whitefield,1200.0,3.0,1.0,67.77,3 BHK,5647.5
Ready To Move,Vittal Nagar,1000.0,2.0,1.0,45.0,2 BHK,4500.0
Ready To Move,Old Madras Road,4000.0,4.0,2.0,225.0,4 BHK,5625.0
Ready To Move,Nagavara,1315.0,2.0,2.0,70.0,2 BHK,5323.19391634981
Ready To Move,Sahakara Nagar,1370.0,2.0,2.0,90.0,3 BHK,6569.343065693431
Ready To Move,Ulsoor,1200.0,4.0,3.0,150.0,5 BHK,12500.0
Ready To Move,Bellandur,1465.0,3.0,3.0,90.0,2 BHK,6143.344709897611
Ready To Move,JP Nagar,20000.0,3.0,2.0,175.0,3 BHK,875.0
Not Ready To Move,Electronic City,1128.0,2.0,1.0,64.0,2 BHK,5673.758865248227
Ready To Move,Padmanabhanagar,1250.0,2.0,2.0,70.0,3 BHK,5600.0
Not Ready To Move,Hebbal,1645.0,3.0,2.0,117.0,3 BHK,7112.462006079028
Ready To Move,Horamavu Agara,1284.0,2.0,2.0,75.0,3 BHK,5841.121495327103
Not Ready To Move,Hebbal,2600.0,3.0,2.0,199.0,3 BHK,7653.846153846154
Not Ready To Move,Kodigehalli,1820.0,3.0,2.0,150.0,3 BHK,8241.758241758242
Ready To Move,Haralur Road,1580.0,3.0,1.0,73.0,3 BHK,4620.2531645569625
Ready To Move,Akshaya Nagar,2650.0,3.0,2.0,125.0,3 BHK,4716.981132075472
Ready To Move,Bannerghatta Road,1215.0,2.0,1.0,68.0,2 BHK,5596.707818930041
Ready To Move,Uttarahalli,1075.0,2.0,1.0,40.0,2 BHK,3720.9302325581393
Ready To Move,R.T. Nagar,1400.0,2.0,3.0,78.0,3 BHK,5571.428571428572
Ready To Move,Subramanyapura,1400.0,2.0,1.0,55.0,3 BHK,3928.5714285714284
Ready To Move,Bisuvanahalli,845.0,2.0,1.0,30.0,2 BHK,3550.2958579881656
Ready To Move,Hegde Nagar,2600.0,4.0,3.0,40.0,4 BHK,1538.4615384615386
Ready To Move,Richards Town,800.0,2.0,1.0,85.0,2 BHK,10625.0
Ready To Move,Panathur,1199.0,2.0,1.0,85.0,2 BHK,7089.241034195163
Ready To Move,Gunjur,1175.0,2.0,2.0,43.48,2 BHK,3700.425531914894
Ready To Move,Sahakara Nagar,2400.0,3.0,2.0,270.0,3 BHK,11250.0
Ready To Move,Bellandur,1767.0,3.0,2.0,109.0,3 BHK,6168.647425014148
Ready To Move,Sarjapur  Road,1800.0,3.0,1.0,90.0,4 BHK,5000.0
Not Ready To Move,Talaghattapura,1856.0,3.0,2.0,135.0,3 BHK,7273.706896551724
Ready To Move,R.T. Nagar,1200.0,3.0,2.0,140.0,3 BHK,11666.666666666666
Not Ready To Move,Rajaji Nagar,1613.0,3.0,0.0,150.0,3 BHK,9299.442033477992
Ready To Move,Jakkur,6830.0,5.0,2.0,795.0,4 BHK,11639.824304538799
Ready To Move,Whitefield,1290.0,2.0,0.0,90.0,2 BHK,6976.7441860465115
Ready To Move,Kasavanhalli,1375.0,2.0,1.0,78.0,2 BHK,5672.727272727273
Ready To Move,Bagalur,985.0,2.0,2.0,57.0,2 BHK,5786.802030456853
Ready To Move,Jeevan bima nagar,1200.0,4.0,1.0,200.0,4 BHK,16666.666666666668
Ready To Move,Singasandra,1099.0,2.0,1.0,37.5,2 BHK,3412.1929026387625
Not Ready To Move,Electronic City,605.0,1.0,0.0,13.31,1 BHK,2200.0
Ready To Move,Marathahalli,1200.0,2.0,1.0,53.0,2 BHK,4416.666666666667
Ready To Move,Hulimavu,1000.0,2.0,1.0,45.0,2 BHK,4500.0
Ready To Move,Electronic City,1159.0,2.0,3.0,38.0,3 BHK,3278.688524590164
Ready To Move,Sarjapur  Road,3692.0,5.0,2.0,340.0,5 BHK,9209.100758396533
Ready To Move,Devi Nagar,600.0,2.0,1.0,80.0,2 BHK,13333.333333333334
Ready To Move,4th Block Koramangala,2400.0,4.0,3.0,600.0,4 BHK,25000.0
Ready To Move,BTM Layout,1540.0,2.0,2.0,78.0,3 BHK,5064.935064935065
Ready To Move,"JP Nagar 7th Phase, ",1503.0,2.0,2.0,93.0,3 BHK,6187.624750499002
Ready To Move,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3 BHK,6486.486486486487
Ready To Move,Uttarahalli,1580.0,3.0,1.0,60.0,3 BHK,3797.46835443038
Ready To Move,Mico Layout,1190.0,2.0,2.0,39.25,2 BHK,3298.3193277310925
Ready To Move,Sampigehalli,1200.0,2.0,1.0,61.0,2 BHK,5083.333333333333
Not Ready To Move,Jakkur,850.0,1.0,1.0,19.9,2 BHK,2341.176470588235
Ready To Move,Domlur,2180.0,3.0,2.0,285.0,3 BHK,13073.394495412844
Ready To Move,Hennur Bande,2500.0,2.0,1.0,60.0,3 BHK,2400.0
Not Ready To Move,ITPL,1200.0,3.0,1.0,56.12,3 BHK,4676.666666666667
Ready To Move,Kamakshipalya,1500.0,2.0,2.0,52.0,3 BHK,3466.6666666666665
Ready To Move,Navodaya Nagar,1200.0,3.0,2.0,180.0,5 BHK,15000.0
Ready To Move,Thanisandra,1880.0,3.0,3.0,120.0,3 BHK,6382.978723404255
Ready To Move,Padmanabhanagar,1150.0,2.0,2.0,45.0,2 BHK,3913.0434782608695
Not Ready To Move,Kasavanhalli,4408.0,4.0,2.0,344.0,4 BHK,7803.992740471869
Ready To Move,Bellandur,924.0,2.0,2.0,35.11,2 BHK,3799.78354978355
Ready To Move,Sarjapur  Road,7800.0,6.0,2.0,385.0,5 BHK,4935.897435897436
Not Ready To Move,Pattanagere,750.0,4.0,1.0,95.0,4 BHK,12666.666666666666
Ready To Move,Karuna Nagar,1962.0,3.0,2.0,175.0,3 BHK,8919.469928644241
Ready To Move,2nd Stage Nagarbhavi,1200.0,4.0,3.0,240.0,5 BHK,20000.0
Not Ready To Move,B Narayanapura,1765.0,3.0,2.0,77.27,3 BHK,4377.903682719547
Ready To Move,Attibele,1174.0,2.0,1.0,29.35,2 BHK,2500.0
Not Ready To Move,Bannerghatta Road,1894.0,3.0,1.0,115.0,3 BHK,6071.805702217529
Ready To Move,Ramamurthy Nagar,960.0,2.0,2.0,138.0,4 BHK,14375.0
Ready To Move,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3 BHK,8068.181818181818
Ready To Move,Doddanakundi Industrial Area 2,1768.0,3.0,3.0,95.0,3 BHK,5373.303167420814
Ready To Move,Kothanur,1790.0,3.0,0.0,97.0,3 BHK,5418.994413407821
Not Ready To Move,Kumara Park,3500.0,5.0,1.0,800.0,4 BHK,22857.14285714286
Not Ready To Move,Whitefield,1200.0,2.0,1.0,45.0,2 BHK,3750.0
Ready To Move,Kengeri,2540.0,4.0,0.0,160.0,4 BHK,6299.212598425197
Ready To Move,Mahadevpura,1137.0,2.0,1.0,53.4,2 BHK,4696.5699208443275
Ready To Move,Mysore Road,1568.0,2.0,2.0,100.0,3 BHK,6377.551020408163
Ready To Move,AECS Layout,1308.0,2.0,1.0,60.0,2 BHK,4587.155963302752
Not Ready To Move,Shankarapuram,3060.0,4.0,2.0,350.0,4 BHK,11437.908496732027
Ready To Move,Bisuvanahalli,1200.0,2.0,1.0,41.0,3 BHK,3416.6666666666665
Ready To Move,Shetty Halli,800.0,1.0,2.0,32.0,1 BHK,4000.0
Not Ready To Move,Electronic City,530.0,1.0,1.0,13.5,1 BHK,2547.169811320755
Ready To Move,Bisuvanahalli,873.0,2.0,1.0,40.0,3 BHK,4581.901489117984
Ready To Move,2nd Stage Arekere Mico Layout,1200.0,4.0,1.0,235.0,4 BHK,19583.333333333332
Ready To Move,Subramanyapura,958.0,2.0,1.0,33.53,2 BHK,3500.0
Ready To Move,Thigalarapalya,2072.0,4.0,2.0,160.0,3 BHK,7722.007722007722
Not Ready To Move,Talaghattapura,2273.0,3.0,3.0,159.0,3 BHK,6995.160580730312
Not Ready To Move,Banashankari Stage VI,600.0,3.0,2.0,90.0,3 BHK,15000.0
Ready To Move,Thanisandra,760.0,1.0,2.0,50.0,1 BHK,6578.9473684210525
Ready To Move,Dommasandra,1090.0,2.0,2.0,43.5,2 BHK,3990.8256880733943
Ready To Move,Thigalarapalya,2072.0,4.0,2.0,155.0,3 BHK,7480.694980694981
Ready To Move,Bellandur,2666.0,3.0,1.0,230.0,3 BHK,8627.156789197299
Ready To Move,Sarjapur  Road,1550.0,2.0,1.0,89.0,3 BHK,5741.935483870968
Not Ready To Move,Ramagondanahalli,1251.0,2.0,1.0,50.0,2 BHK,3996.802557953637
Ready To Move,Electronic City,1070.0,2.0,1.0,53.0,2 BHK,4953.271028037383
Ready To Move,Kalena Agrahara,1200.0,2.0,2.0,45.0,2 BHK,3750.0
Ready To Move,CV Raman Nagar,1435.0,2.0,2.0,60.0,3 BHK,4181.184668989547
Ready To Move,Bommasandra,1400.0,2.0,3.0,45.0,3 BHK,3214.285714285714
Ready To Move,Judicial Layout,2330.0,3.0,2.0,94.71,4 BHK,4064.8068669527897
Ready To Move,Thanisandra,1200.0,2.0,3.0,60.0,2 BHK,5000.0
Ready To Move,Panathur,1000.0,2.0,2.0,40.0,2 BHK,4000.0
Not Ready To Move,Bannerghatta Road,1655.0,2.0,2.0,62.89,3 BHK,3800.0
Ready To Move,Bidrahalli,600.0,1.0,1.0,35.0,1 BHK,5833.333333333333
Ready To Move,Electronics City Phase 1,1175.0,2.0,1.0,50.0,2 BHK,4255.31914893617
Ready To Move,Uttarahalli,1155.0,2.0,2.0,40.43,2 BHK,3500.4329004329006
Ready To Move,Magadi Road,1200.0,3.0,2.0,98.0,3 BHK,8166.666666666667
Ready To Move,Budigere,1149.0,2.0,2.0,65.0,2 BHK,5657.093124456049
Ready To Move,Choodasandra,3200.0,4.0,2.0,375.0,4 BHK,11718.75
Ready To Move,Chinnapanahalli,1010.0,2.0,2.0,55.0,2 BHK,5445.544554455446
Ready To Move,Hegde Nagar,1718.0,3.0,2.0,119.0,3 BHK,6926.6589057043075
Ready To Move,Bilal Nagar,650.0,1.0,1.0,20.0,2 BHK,3076.923076923077
Ready To Move,Banashankari,1330.0,2.0,2.0,77.0,2 BHK,5789.473684210527
Ready To Move,Hormavu,1200.0,2.0,2.0,68.0,2 BHK,5666.666666666667
Not Ready To Move,Bannerghatta Road,1693.0,3.0,2.0,89.0,3 BHK,5256.940342587123
Not Ready To Move,Koramangala,1249.0,2.0,1.0,165.0,2 BHK,13210.56845476381
Ready To Move,Thanisandra,1800.0,4.0,1.0,125.0,3 BHK,6944.444444444444
Ready To Move,Margondanahalli,900.0,2.0,0.0,55.0,2 BHK,6111.111111111111
Ready To Move,NGR Layout,1020.0,2.0,1.0,46.0,2 BHK,4509.803921568628
Ready To Move,Amruthahalli,1700.0,3.0,2.0,77.0,3 BHK,4529.411764705882
Not Ready To Move,Panathur,661.0,1.0,1.0,40.0,1 BHK,6051.437216338881
Not Ready To Move,Bannerghatta Road,1280.0,2.0,2.0,60.16,2 BHK,4700.0
Ready To Move,Krishna Nagar,1000.0,4.0,2.0,90.0,5 BHK,9000.0
Ready To Move,Hosur Road,1170.0,2.0,1.0,48.0,2 BHK,4102.5641025641025
Ready To Move,Thanisandra,933.0,2.0,1.0,58.0,1 BHK,6216.505894962486
Ready To Move,Sarjapur  Road,1150.0,2.0,0.0,44.0,2 BHK,3826.086956521739
Ready To Move,Benson Town,3633.0,6.0,2.0,550.0,4 BHK,15139.003578309937
Ready To Move,Rajaji Nagar,1380.0,3.0,3.0,130.0,3 BHK,9420.289855072464
Ready To Move,Banjara Layout,1050.0,2.0,1.0,64.8,2 BHK,6171.428571428572
Ready To Move,Kanakapura Main Road,1080.0,2.0,1.0,37.8,2 BHK,3499.9999999999995
Ready To Move,Harlur,1303.0,2.0,1.0,90.0,2 BHK,6907.137375287797
Ready To Move,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2 BHK,3389.632107023411
Ready To Move,Nagarbhavi,2500.0,3.0,2.0,180.0,5 BHK,7200.0
Ready To Move,Sarjapur  Road,1200.0,4.0,1.0,95.0,5 BHK,7916.666666666667
Not Ready To Move,Bommanahalli,1250.0,3.0,2.0,41.0,3 BHK,3280.0
Ready To Move,Akshaya Nagar,1419.0,2.0,3.0,87.0,3 BHK,6131.0782241014795
Ready To Move,Banashankari,1200.0,2.0,3.0,49.0,2 BHK,4083.3333333333335
